CommectIds,Comments
NOAA-NMFS-2017-0021-0002,"cut all present quotas by 50%. it is clear that this agency is far too into helping commecial fish profiteers and allowing the national citizenrey of 325 million people to be ripped off for this small group of those making themselves rich out of decimating our oceans for their own enrichment. it is a shame that this federal agency in fact has been taken over by the vile, the rich, the voracious that will steal from the entire population to enrich themselves. "
NOAA-NMFS-2017-0021-0005,"Sustainability is important more now than ever. I think policy makers are a step ahead when thinking of ways to conserve our U.S fisheries. Fisheries are an important source of revenue, nutrition, trade source and more for those who love in areas where fisheries are prominent. It was also documented by the NOAA that fisheries in the U.S contribute are large amount of revenue for the economy. Policy makers must ensure that we protect/ conserve the fish we still have as well as the environment that the fish inhabit. "
NOAA-NMFS-2017-0021-0009,See attached letter
NOAA-NMFS-2017-0021-0008,"Overfishing should be protected against. This rule seems to want undermine the protection of fisheries. For example, the status of witch flounder should remain &quot;overfished&quot; not changed to &quot;unknown&quot;. The peer panel and the Council seemed to agree that that there was some evidence of overfishing. The paragraph that advocates for the status being changed to unknown (section 2 &quot;Status Determination Criteria for Witch Flounder&quot;, paragraph 7) is strangely written:<br/><br/>&quot; The witch flounder stock was previously listed as &quot;subject to overfishing&quot; and &quot;overfished&quot;. <br/><span style='padding-left: 30px'></span>- Ok, historical precedent for overfishing label remaining.<br/><br/>Despite the rejection of the recent stock assessments for stock status purposes and lack of numerical estimates of stock size, <br/><span style='padding-left: 30px'></span>- True. These were rejected as mentioned earlier.<br/><br/>there is qualitative information in the assessment that supports continuing to list the status as overfished, <br/><span style='padding-left: 30px'></span>- Ok. So, despite some disagreements about methodology for determining whether or not witch flounder is overfished, everyone seems to agree that there is enough evidence to continue listing witch flounder as overfished. That seems obvious since the fishing mortality rate and the stock biomass and fishery landings and survey catches all indicate that witch flounder are suffering from overfishing. This seems reasonable and necessary.<br/><br/>but changing the overfishing status from &quot;subject to overfishing&quot; to &quot;unknown&quot;. <br/><span style='padding-left: 30px'></span>- Wait, what? We were keeping the status as overfished!<br/><br/>The conclusion that the stock is at historical low levels and other signs of poor stock condition, provide reliable indicators that support this stock remaining listed as &quot;overfished&quot;.<br/><span style='padding-left: 30px'></span>- Yes<br/><br/> Unlike the &quot;overfished&quot; status, for which we have reliable indicators of stock condition, we do not have reliable indicators for the &quot;overfishing&quot; status. <br/><span style='padding-left: 30px'></span>- Ok, so they don&#39;t know how to tell if the witch flounder is actively being overfished.<br/><br/>While we cannot specify an &quot;overfishing&quot; status determination criterion for this stock, catch for the last five years has been below the ACL.<br/><span style='padding-left: 30px'></span>- An important reason for witch flounder to be listed as overfishing or overfished. Something that indicates that the fish are not doing well. <br/><br/> The lack of reliable indicators, the rejection of the recent stock assessment, and the fact that catch has remained below the ACL, support changing the overfishing status of this stock to unknown.&quot;<br/>   - But there is a problem with listing a fish&#39;s status as unknown. As we see in paragraph 5 of this same second section, <br/><br/>&quot; If the status determination criteria are changed to unknown, however, there would be no measurable and objective standards in place against which to judge the status of the witch flounder stock.&quot; No objective standards are a problem! Couldn&#39;t the fishing industry rewrite standards to favor overfishing? It thus makes sense when: &quot;We propose disapproving the Council&#39;s recommendation, and maintaining the existing criteria until a valid assessment model is available to use for setting new catch limits or for generating new criteria. This is new guidance to the Council, provided after it took final action on Framework 56, and is different than the approach the Council has taken, and that we have approved, for recommending status determination criteria for other groundfish stocks with rejected assessments (e.g., GB yellowtail flounder).&quot; <br/>   - There should absolutely be criteria developed.<br/><br/>In any and every situation, overfishing should remain illegal and those laws should be enforced. Ecosystems need to be carefully monitored and controlled. Fish are not just important to American industry, they are important to America&#39;s environment and both will win if overfishing is avoided. <br/><br/>"
OCC-2015-0009-0003,Public Comment from Fair Finance Watch
OCC-2015-0009-0002,See Attached
OCC-2016-0011-0004,See attached
OCC-2016-0011-0010,See attached
OCC-2016-0011-0007,See attached
OCC-2016-0011-0009,See attached
OCC-2016-0011-0006,See Attached
OCC-2016-0011-0002,See Attached
OCC-2016-0011-0003,See attached
OCC-2016-0011-0008,See attached
OCC-2016-0011-0005,See Attached
OCC-2021-0001-0063,"We oppose the merger!  The bank acquisition target is a profitable community oriented bank that has made significant commitments to grassroot groups and a severely underserved market -- the City of Detroit.  In contrast, the acquiring Bank&#39;s business model in underserved markets has been to outsource and offload engagement to national and regional intermediaries. <br/>This disconnect has resulted in significant credit deserts throughout its footprint, but has resulted in a lack of institutional understanding regarding the lending, investment and service requirements of underserved markets.  This combined with the proposed CRA rule that allows banks to &quot;fail&quot; to meet the needs of LMI geographies within their assessment areas portends a future significant decline in service within its foot print.  <br/><br/>This view is reinforced by Huntington&#39;s proposed closing of branches in Detroit.  This action and strategy to move more activity online, belies the reliance of many residents particularly the elderly and low income families on physical branches. Moreover, it may portend a more Machiavellian  strategy to restructure its service area through attrition.   In addition, Huntington Bank&#39;s lack on institutional capacity in understanding metrics that drive underserved markets led them to be a leading contributor of a heavily subsidized mortgage product that had a minimum FICO threshold higher than that of FHA in Detroit -- a market with a median FICO that is below 560! <br/><br/>In addition, this merger will also eliminate an avenue of access to one of the best Federal Home Loan banks in terms affordable lending, grants and advance rates --  Des Moines.  FHLB Cincinnati is far less active in supporting affordable housing and offers advance rates that are consistently higher than its sister bank.  The cost of this loss to affordable housing throughout the TCF footprint can not be overestimated. <br/><br/>In sum, approving this merger will lead to significant economic harm to Detroit and to other LMI areas throughout the TCF footprint.  "
OCC-2021-0001-0050,"See attached National Minority Community Reinvestment Co-Operative (NMCRC) official letter opposing the merger of Huntington Bank-Request for extension of the Public Comment Period, Request For Virtual Public Hearing on proposed Huntington Bank-TCF Merger and Request to delay final decision on merger until new Comptroller of Currency in place"
